id,article,question,option,answer,label
syn_112,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Coal generators,A,0
syn_113,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,10000 kilometers,B,0
syn_114,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In chloroplasts inside leaves,C,1
syn_115,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Earthquakes,D,0
syn_116,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Body temperature,A,0
syn_117,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Coal generators,B,0
syn_118,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,21196 kilometers,C,1
syn_119,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In the flowers,D,0
syn_120,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Tourism,A,0
syn_121,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Body temperature,B,0
syn_122,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Photovoltaic cells,C,1
syn_123,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,50000 kilometers,D,0
syn_124,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In the stem,A,0
syn_125,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Tourism,B,0
syn_126,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Thinking memory and voluntary movement,C,1
syn_127,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Hydroelectric dams,D,0
